tweet,label,sentiment
ewiase ne nsem foo de3 kyer3s3 empa yeho koraaa de3 aba nso no no,negative,0
masa wu bɛyɛ steady wɔ hɔ,negative,0
chechekuleyyyyy paa adwene no ny3 oboy nso ntua😆😆😆 hard guy,negative,0
masa pijin come still be come na fa woni twaaasidi fri ha kɔ,negative,0
sika nahye sika no ahye 🤣🤣🤣💔,negative,0
chale wode3 tena akyir3 ho na to nt3 na kasa kasa hunu god no go shame us,negative,0
masa masa fa wo gyimii k tchww,negative,0
afia odo anaa akuapem polo de3 dem bi prostitutes serwaa de3 ebi anybody ein matter,negative,0
nti na wo phone asɛe no 🤣🤣🤣,negative,0
masa gyaigyimii kasa nu na you grow,negative,0
masa masa aha yɛ bloody street daakye asɛm nti ooo😂😂😂😂 me nnim deɛ wooka no ho hwee me yɛ purely virgin🤣🤣,negative,0
10 mpo na hes a fraud 😂😂,negative,0
fa ohia mic no to gutter mu,negative,0
dem no b serious baako mpo sei,negative,0
if clouds gather then i vex ah chale ammamuo bɔne nti nnipa nni ahotɔ,negative,0
ka ma yen sere 3de gyimie na 3nam,negative,0
oh bɛrma ahye me tu me girl gyae me koraa me werɛ anho sei me nim nsa nom a nka ɛnɛ mɛboro forkn,negative,0
y3te sika nanso 3kom de y3n 🤦🏽‍♂️😶,negative,0
herh leipzig 😓😓✌️ onyame betua mo ka paaa😹 mmoa💨,negative,0
wonni vision baako sei,negative,0
wun ne sika na wo ti fie aahhh nsemfuu na wu ti 😁😁😁,negative,0
give am birthday contract na mongyae gyimie no,negative,0
abu gyimie nkoaaaa na akawo,negative,0
masa gyae gyimiii no jon,negative,0
night focus no de3 3y3 ooo nanso adwaman nti chairman ni ahotc on friday nights,negative,0
yy not aden woawu anaa,negative,0
m3nfa ohia ho 3nka nsemhunu via facebook live,negative,0
akoa abdam wu bu dambalis no be,negative,0
niggas abɔn ooo dabro nso dede nkoaa na ɔmo y3 waha,negative,0
aborc ne bayie nti obi b3 like p33 nso normal tweet de3 da😂😂😂,negative,0
wo maame tw3m baako baako network foon sei 😡,negative,0
b33ma anim ne nisuo 😒😒😒😒😒as3 waka m3ko mu,negative,0
y3 te sika so nso kom de y3n 😝,negative,0
woka nkwasiasem a ye bisa wo nkwasiasem 😂😂,negative,0
legon foɔ deɛ adwaman twa mu a ɔmo ho bɛkyere wɔn oo ei😭😂 ewiase nyinaa hookup girls gu hɔ😂😂😂,negative,0
you neggas ankasa yesu dckon so kyenam ne italian beyonce 😂😂,negative,0
ahiafoc mma ne asing by default ghana laws no dey apply to the rich oo akuapem poolo 😪,negative,0
nti niaa wo kunu 3ka yi 3t asoum mo bo yen abro ooo,negative,0
shatta dede ankasa she no get chill koraa oo😂😂😂😂😂💔 violence hemaa mu goat😂😂👍😹,negative,0
ive to try watching voice over training videos on saah brofo hunu and lafa wei nyinaa ankasa medii kor hifa mtchewww,negative,0
gyae nkwaseasem ka wote,negative,0
3y3 shocki me mpo gyimie nkoaaaa 🤣,negative,0
hwɛɛ ɔmain ghana diɛɛ sɛ gyimie nkoa oh masa jey your eye den enjoy your life,negative,0
brofo foo ho b3n wei yi aaa na mahama ka ho asem no,negative,0
masa wo sika no ahye go and sit somewhere abegi 😂😂😂,negative,0
john dumelo ne bulldog muti ewu papa,negative,0
wo ti awu s3 sekan aa awre nkana wo,negative,0
kofi gyae saa na mani abre😂😂😂💀,negative,0
machoman nso de3 nka horny fawoho s3n,negative,0
😂😂ah nti wongyae gyimii,negative,0
wa twa ntoro adadaa ghanafo saa wode aduro nyamekopon so asere twa mu de3 ghana mpanimfo ho bekyere wn papa,negative,0
woankasa di33nkwasiasem nti way3 wani s3 prepaid card,negative,0
short boy nso di3 anka love fa woho ben 🤷🏾‍♂️,negative,0
masa gyae nsemhunu no,negative,0
gyimie nti wo nni ahot😏,negative,0
hw3 ne gyimie bi early morning like thhis you dey come drink lipton wagyimi masa kc p3 kokonte 12 thousand ¢120p bi dze,negative,0
the story too sense baako mpo nim😂😂,negative,0
koti kesi3 s3i wo di ko he 🙄🙄🙄🙄🙄🙄,negative,0
typical milo ball yieee yiherrrrbuei bueiyawu yawu awurade asem aba 80 01 ayem shishi3 nkoaaaa,negative,0
ɔtan no yɛ pure🤣,negative,0
3kom ede h3n afe dea flight 3gye sika no fir y3nsem 😂😂😂,negative,0
3nie wode ka papa wo sika no ashi,negative,0
alonso den sarr wann kill me eiii,negative,0
nnkwasia kasa biaa na wo erka kotoko is bigger 10x than manchester united,negative,0
enti sesei ahy3 trumu no moagyae na moakofa wei aba hmmmm,negative,0
nyɛ dɛ baako se,negative,0
wo mpo wo te kurom mpo na wagyimi saa no 3ne3 anka wo tena akurasi anka wobdam,negative,0
eny3 ne3 ehia nie😹😹😹de3n na wo team agye sorriy😹😹💔,negative,0
captain baako aa nipa b3di spiritual attacks nkoaaa oh hm,negative,0
sia wo na wo bl3 😂😂 cdi pounds wo di cedis woti ha di na t3m 😂,negative,0
na real cinema deɛ nka scifi fa ne ho bɛn,negative,0
me maame yare nso yenni sika sad stuff akufoaddo times,negative,0
saa akoa no de3 bofoakwa mpo ngye nowasa tu,negative,0
kwasiaghana yɛ fuu aa wu ti ha yɛ dɛnopuro,negative,0
woti kakraa nso brɔfo papa biara nnim 🤣🤣🤣🤣,negative,0
herrr saa penalties no nso 3shee me oo ivory coast missed first 2 paa oo,negative,0
kwabena marfo from ɔtwibewi atɛ too says population census is not important ei wadwen kitiwaa sɛ choko milo,negative,0
nyame ntua mo ka paaaa,negative,0
na s3 akoa no de3 wagyimi nti saaa na b3keka o 🤣🤭,negative,0
b3kum me wae bekum me 😒,negative,0
wo sika b wo dam wo,negative,0
as a guy wode date rush y3 d3n🥱 ma wani nte na p3 sika bruh wooy3 agyimi 😂😂,negative,0
wiase eeehu ooo😂 fine girl dierr anka magacid ooo na bentoa fa wo ho b3n,negative,0
utterly ridiculous and nonsense coming from graduates gyimie sei yiaaa,negative,0
adanko gyae gyimii no 😆,negative,0
what them dey talk nyansa baako po nnim,negative,0
fawo gyimie fri ha kc to bini mu,negative,0
tan hunu nti moni ahot monso monk so na montwa ntor saaaa,negative,0
ghc s3n😂 na 500ml bottled water koraa y3 s3n😂 3de3n tirimu den nono,negative,0
aka asse na team no agu 😀😀😀,negative,0
massa go watch pogba na gyai gyimi nu,negative,0
gyimiiii saaa na wa wu,negative,0
ah na wagyimi saaa kwaadonto,negative,0
040 alan nkwasiafour wei destroyi me chance😂😂😂,negative,0
oh killer gyai saa 😂🤲,negative,0
da baby man yi ho 3tan 😂😂,negative,0
gayfuor ne gyimii dier,negative,0
nipa na 3ma nipa y3 bone oh,negative,0
herh monfa mmo nkwasiasem nfri y3 so ooo,negative,0
napoli and now psg too ay3 ka,negative,0
mu bl3 paa ooh 😂,negative,0
kwadjo adɛn boy no ɔyɛ carnivore anaa meyem koraa ahye me ei,negative,0
akoa wei wajimi paa o 😂😂,negative,0
na that rodriguez no de3 gyimi saaa,negative,0
boobs man is disappointedwo nufu ny3 akono kuraa chooo,negative,0
eiii bible fo yi lie fon sei,negative,0
fa wo nkwasiasem fri ny3 so wai 🙄,negative,0
yen dey tear me waa,negative,0
hw3 de3 okyir3 bi 🤣,negative,0
ah ah ah wo haadwen,negative,0
forget musa na wasa,negative,0
is she making sense nnipa ny3 ooo 😂😂 🇬🇭 ghana,negative,0
jimii think na wagyimi,negative,0
wiase mu ni naaaa midfielder o wabodam,negative,0
so werent done😂😂 wagyimi papa,negative,0
wohwɛ man united ne aston villa match no na wokɔhwɛ gabon deɛ kakra aa na wahu sɛ africa deɛ gyimie ne ahoɔden ball nkoaa😂😹,negative,0
fa wo mmoasem firiiho aaaa ah are you in gh paaaaa,negative,0
ahhhh kumasi foɔ ne jon deɛ😹😹😹,negative,0
utag worry me waa,negative,0
boy no naso y3 den,negative,0
mo ne gyimi de3,negative,0
the whole world wo na wo brofo da fm sei tim wo brofo ny3 koraa,negative,0
gyimifo te s3 wo kwasia mpanin bi saaaaa no u v no respect thats y youll remain daft kurasiniii bi ba,negative,0
saa nkwasia nnwom no be rap,negative,0
wo kamboo s3 eyi🤣🤣🤣,negative,0
wo sua na wagyimi oo,negative,0
eeeeiiii me y3m koraaaaa ahye me 🙄🙄🙄,negative,0
akoa yi y3 jwon 🤣🤣🤣🤣🤣🤣🤣🤣,negative,0
kweku frimpong de asem aba,negative,0
wo maame tw3 sef u listen,negative,0
na ecg de3 hmmmm agye s3 yiaa oooo,negative,0
ne tiri ho s3 😂😂😂😂😂😂😂😂,negative,0
mo corruption bebrebe yi be local vaccine dierh mobe wo moadieh o,negative,0
ma guy agye me nsam,negative,0
e pain me waa 😂😂😕😕😩😩,negative,0
agenda boys no de no regyimi😂💔,negative,0
hw3 ma y3 shi,negative,0
im fuccin your kind cos mo nsua nyansa 😂😂😂 yebedi mo style biaa bi,negative,0
pep no wa gyimi anaaaaaa,negative,0
sɛ e one deɛ sasabonsam gya mu dileeccttt😱😱,negative,0
wo jealousy ny3 f3 krrraaaaa,negative,0
wo deɛ kɔ so na gyimi😂😂😂😂,negative,0
chale nanaba cool ne ade ade oooo mo jon naa mo de gh sor h you for dey g 💰😎,negative,0
ei sisiaa yi herrr kte3 y3 aboa 😭😭😭,negative,0
mede3 me shoa ern,negative,0
hw3 no gyimii bi,negative,0
25th december ne dumsor ecg🙄😏,negative,0
whɛ deɛ ɔkyerɛ bi,negative,0
one minute biaa na kwasia brofc nam mu,negative,0
kwasia wo maame trumu,negative,0
emom paaa me y3m bon oo,negative,0
naa ter stegen too shaa eii,negative,0
ei boys ne gyimiee 😂😂😂,negative,0
wa ma wo nsa asi fem ong,negative,0
gyimifo kasasergio ramos adwuma dawase wai 🤝🤝🤝,negative,0
aswear saa cmo nkurases3m no 😂,negative,0
wagyimi oo saturday come pick me err,negative,0
charle na ma so ay3 shi,negative,0
chiwell worry me herh,negative,0
burnaboy says wano baa na wonsa aba 🧐🤣🤣🤣🤣,negative,0
mona mobl3 yaabr3 da,negative,0
wogye obi boy ne y3 😂 fear women ampa,negative,0
but hon akandor too no be gentleman koraa ooo,negative,0
kwasia de enter you oo😂😂🔥,negative,0
im fyn boy bongo 🔥🤣🤣🤣🤣🤣🤣🤣🤣 anàa me bodam,negative,0
hwe ne gyimiiiii from who,negative,0
1 minute biaa robbery nam mu 😂😂😂,negative,0
3y3 mu na mubl3,negative,0
ghana card de as3m beba,negative,0
kwadjo kwarteng wompɛ me yie anaasɛ deɛn 😂😂😂😂,negative,0
wo y3 kwasia piiiiii,negative,0
wo so bra juve na gyai gyimii no,negative,0
ghana mom paa dier smh daabi da,negative,0
en so wapan paso,negative,0
😀 gacl nhwehwenimu no asa,negative,0
ah na marid nu omoagyimi anaa,negative,0
so ghana dier y3 tw3,negative,0
kwaku frimpong de asem b3ba🤣😂😂,negative,0
wei yɛ dɛ bɔ africa animguaseɛ akwaaba,negative,0
hw3 n3 gyimii bi,negative,0
me de b3 noa angwa moo 😂😂sia😂,negative,0
fa wo kurasisem fri me so,negative,0
yab wo dua da👺💀💀,negative,0
s3be gyimi kasa sei yei a y3kyer3 wo nyansa nso a wommp3🤦‍♂️ ka hy3n k duru wai,negative,0
wo de3 violence y3 wo d3 paaaa,negative,0
wo maame tw3 s3 akosombo,negative,0
me yem koraa hyehye me 😭😭😭,negative,0
bibini bia egyimi😂😂iphone so y3 dentsw,negative,0
adwoa sarfo se mo nyinaa mo twɛ koraa,negative,0
k p3 different boy na wei dieerrrrr kai 😂😂😂,negative,0
na bibini b3y33 d3n koraa w wiase🤦🏽‍♀️😂💔,negative,0
wo y3 kwasia paaa 💔😂,negative,0
na you dier always critics naa akoa agyimi,negative,0
me ho koraa hyehye me,negative,0
ode as3m aba awie me nua,negative,0
gyimii wo maame abr3 paa,negative,0
carassco no wagyimi anaa,negative,0
theyre all de same bro nkwasiafoɔ nkoaaaa,negative,0
mo na mo br3,negative,0
we dey come add neymar sef sɛ mo deɛ moa no,negative,0
nyame b3tua charity ka😂😂,negative,0
he3 nkwasia adwen bi 🧐🤣,negative,0
3nne3 ahye wo paaaaaaaaaaaaaa,negative,0
lol tell me more 🤣🤣 adwen fi,negative,0
ne tw3 koraa chale,negative,0
violence💥💥💥💥💥💥💥 eii never sleeps oo woho nyenyan sɛ kuro,negative,0
1 minute biaaa na fake news nam mu 🤣🤣🤣🤣,negative,0
ah c mama no feature nipa na wahwie sei 😂😂😂😂,negative,0
daabi o 3kcm de me fokn,negative,0
me bl3 oooooooo me bl3 papa,negative,0
ntkwa agye wo ho,negative,0
wo usp ny3 akono,negative,0
akwa yi y3 nam,negative,0
ei ma f3re papa,negative,0
saa var wei ne ɔmo nsemhunu,negative,0
na bassit vex y3 vex mtchewwww,negative,0
wei nyinaa y3 nipa😂😂,negative,0
wò brôfo kraa ny3😂😂😂,negative,0
wobrofo da fom sei tim 🤣,negative,0
wano y3 ya oo kwabena mereba wab3 so da ☹️🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️,negative,0
akoa yi nnim ball b xavi then iniesta take my man ein shine all,negative,0
eeeh 3hu oooooo🥺🥺diaa football de b3ba,negative,0
wo bl3 oo wo bl3 papa 😂😂😂,negative,0
fa wo gyimii k oo where d diss song dey 🙄,negative,0
charlie ebi 4 oo too bad,negative,0
asem ben koraa nie a,negative,0
mo na moobr3 ghana fuor 😂,negative,0
wo deɛ wo gyimiiiii no bɛgyimi,negative,0
hahahaaa wo y3 jon paaaaaaaaaaaa lol,negative,0
3y3 asem ooo bra,negative,0
fa wo jon k😒,negative,0
eii senior bne b3n,negative,0
gyimiii na wagyimiii u no talk ahm ur mind but u dey chop ahm u no go take ahm so u dey go flex,negative,0
abaayewa annie no yantete no yie wɔ fie ntia ɔyɛ kwasia paaa,negative,0
oppong nkrumah daddy bawumia them reject me ooohow we go do am😟 bawumia,negative,0
na me y3 borla girl ma wo anaaa 😂😂🤨😂😂😂😂,negative,0
wo y3 fuckn paa oo,negative,0
ne ho fon saa no😂😂,negative,0
oh daabi wo nny3 correct,negative,0
bro ei go me ooh herh 😂😂😂,negative,0
wo no na wo bl3,negative,0
me yem kraa ashi me🤣🤣🤣🤣 dumelo de3 apuuuu enfa da😅💔,negative,0
da biaaa nnipa 33gyimi,negative,0
asem dea wode bi aba paa eeeeh kweku frimpong,negative,0
george fo3 ne gyimiia 😂😂😂,negative,0
ahaaa dat tin dey vex me 3na me rap me rap no ah 🤣🤣🤣🤣,negative,0
kyer3 s3 man na as3e forken,negative,0
manchester united fans nyinaa ani awu,negative,0
wee fuor ab ano kyenku,negative,0
gyimea ne tsirmu d3w no dooso😂😂😂,negative,0
s3 me ne wo na 3b adwaman no o anaaa mabdam,negative,0
b33ma wo kankan s3 kobi,negative,0
ras nene no wagyimi anaa 😂,negative,0
womp3 mas3m ah ku me pr3ko 🤣,negative,0
sia ma wani nnda h😂,negative,0
ahh😂😂😂😂 please me w sunyani wae fri me so😂😂,negative,0
remontada 3noa nie oo anaa meyale 😂😂😂,negative,0
wo dier wo nkwaasem sei aaaa,negative,0
vodafone bi kwasia paa ah,negative,0
3de3n koraa na y3de ay3 mo huh 😭😭😭😭😭,negative,0
university campus de3 2m biaa na broken heart nam mu eeii ebiom agye mensa,negative,0
aaaah na wo brofo left left bɛn nni,negative,0
yaa pono change ur trend settings na gyai egyimie,negative,0
hw3 nkwasiasem bi ei,negative,0
me dier fri me so,negative,0
adu wee hu fioo no unnecessary discrimination,negative,0
sister bipolar u say 😂 akurase huhum na afa no,negative,0
eehh wan ba nie na ogyimi saa no,negative,0
wo kyere aaa wo sa nipa mu ong,negative,0
wo gyimii no yoo 😂,negative,0
na despite ba dierr wo de momo 333y3 dieen🤣,negative,0
men dada me kojo antwi,negative,0
ah dis girl paaa you on this gyimi gyimi e rush ah well ɔnaa ne dɔkono,negative,0
yagyimi na yada 🤣 or go home alone 🚀🙌🔥,negative,0
bra b3n na wabo aa wob3 ware ei,negative,0
gyaigyiim33 saa na wo dia wuu,negative,0
ne tun bin kraa,negative,0
e bore me ruff,negative,0
kasoa deɛ oohh daabi,negative,0
leicester city dierr mtcheww mo maame tw3 mo nyinaa,negative,0
concert saaa na deɛ asa,negative,0
toos3 wagye waniso wopre dodo,negative,0
fa wo kwasia ko,negative,0
wo y3 swine wa te,negative,0
komot 😂 wa sei too much,negative,0
asem b3m koraa ni you too talk 33,negative,0
kwasia statistics bi sei,negative,0
blood pressure 😂😂😂 emom paaa owass y3 school fon nipa din qo ho wose tag names,negative,0
eeei ghana we dey mad anaa,negative,0
asem oo bibinii woagyimi saa,negative,0
obi se ob3 gyimi aa efa mo ho ben 🤣🤣,negative,0
facebook de asem b3ba,negative,0
hw3 ne gyimii bi ur money dey ein pocket,negative,0
ah akoa nu wagyimi anaa achimota forest 🤷🏿‍♂️,negative,0
arsenal defense no deɛ sɔneɛ paaaa ooo,negative,0
akoa y3 fon ad3n ugly and lizards wey dey sell dokono anaa 😹😹😹😹,negative,0
atadwe wo nana to,negative,0
aboooowaaaa me plug nensa ano y3 kama,negative,0
😂😂😂 eii pogba b3 ku nnipa,negative,0
saa akoa no gyimii apeeetoor ɔno nkoaa nti ɛdin ampaonsah nyɛ me dɛ,negative,0
3ni3 martial di3 wo b3 br3 🤣🤣🤣,negative,0
fa wo toke fi ha ko,negative,0
ade3 bi mu mmoa paaa,negative,0
aboa wonsa sɛ abaa,negative,0
asɛm bɛn koraa nie😎😎,negative,0
nyansa biaaa ni mu,negative,0
pjay wodi asɛm bɛba oo yoo,negative,0
obaa ɔmpɛ adwarɛ dɛrrr👩🏾‍🦯👩🏾‍🦯👩🏾‍🦯 ɛnfa bi da😂,negative,0
hahahahahaha me paa dea nka i will set confusion hahaha,negative,0
woboa uget ah nka ugo suck na fior🤣🤣,negative,0
masa thank god is friday nas3 wo wie akcdi nkwaseasem dea gyai😎😄,negative,0
wo papa 3tw3 papa ben na cdii y3 aa wawo wo no😂,negative,0
wei na wo di p3 sporting abo no 🤣,negative,0
ger yi ni nyansa baako sei kai,negative,0
wo ka nasem ah wob3di block nti twitter mu tyrant,negative,0
ɔyɛ ɔtorofoɔ bia saa papa no,negative,0
herh bars bars obibinii deceasedɔsi wu nan hu fii wu di kɔ hin 🤣🤣 gyimi foɔ wɛyi na mi tsi ni gal na mɛ di nu 🤣🤣 waiting for amerado to respond,negative,0
ɛkɔm di garçons paa awurade sɔ me mu,negative,0
nyansa bia ni saa akoa no tirimu,negative,0
ah psg bɔkɔɔ deɛ,negative,0
again wo yɛ coach na sɛ wo players agyimi a wo brɛ forken,negative,0
🤣🤣🤣 herh fa wo bayie firi me so wati bayifor 🤣🤣🤣,negative,0
sister efya waha me papaapa,negative,0
hw3 gyimi s3m bibra ha b3hw3😂,negative,0
but nigerians ebi branding kai mmoa no y3 more,negative,0
enka teacher ni di3 wo di3 ni keep quiet class but wu si team fuuu na wu b3 supporti 😂,negative,0
its peace not your attention nsɛm no ahyɛ me so akyɛ,negative,0
jack saa liberiafoɔ president no na ɔyɛ fɔkkin oo hɛɛ,negative,0
bosom aduane koraa yɛ fa di na bayifour twɛ fiifi bomber,negative,0
hahaha wie y3 de gye cup 😂😂,negative,0
🤣🤣🤣🤣ɛyɛ aa na ebi mo adwene nyɛ adwuma,negative,0
nyame ntuaa woka milo,negative,0
ah im bored kraa ɛne valentine paa ma nyɛ ɛteɛ andi,negative,0
tanya tehanna mu bɛyɛ dɛ forkn nka ɔbɛtaa me bo saa aanduuuuruwa,negative,0
dua bɔ nyɛ ɛyɛ nkurasesɛm woyɛ krachie nii,negative,0
yie yie yie sika nahye oo 3ka aba yie yie yie sika nahye oo 🤣🤣,negative,0
ɛyɛ wai chelseafoɔ aaah asɛm bɛn koaraa nni🙄🙄,negative,0
wo wu ooo raphinha ny3 player papa bi a na yi wani wai kwabena na gyae su wai,negative,0
😂😂😂😂😂 wei wei yɛ de gye cup,negative,0
😂😂😂😂😂😂😂😂😂ei tee girl no wafa biibi w fom adi anaa,negative,0
wo ho sɛ deɛ yatwe wonsono afa wo yɛm wate jeansman,negative,0
pɛsɛmenkomenya nti na onipa brɛ,negative,0
opanyin toto eee gyae gyimie no na w3nyini ah,negative,0
aaah ade3n sammy nu wagyimie anaa,negative,0
mo de yesu christo saa na oman no asei,negative,0
wei nso monkor ka nkwasiasem,negative,0
ahhh meyɛ agye adi sɛ ɔyɛ jon,negative,0
wo y3 kwasia wati,negative,0
eeii wo bɛwe no anaa,negative,0
wo pɛ chacha oo,negative,0
eeii hwan ba nie🤔🤔 ɛna ɔka nsɛm hunu sei,negative,0
wo ne coach no nyinaaa mo maame tw3 na no,negative,0
akoa ho ny3 akono,negative,0
asem no ayɛ kɛse ama malam😃😃😃,negative,0
lol wo na woblɛ,negative,0
pepe kraa de3 ne ho y3 mahi,negative,0
pɛ abena bi di,negative,0
wo ka nsemhunu ntia,negative,0
y3te sika so nso 3km de y3n,negative,0
asɛm no ayɛ kɛse,negative,0
ghanafoc binom ne gyimii de3 which country kraa be this,negative,0
yɛ wo yɛn ato baabi foo papa 😭😭😭😭😭😭😭😭,negative,0
na wo se bibinii bɛyɛɛ dɛn wɔ wiase 😂,negative,0
jesus😱 sika na shi😥 maa comfort b3 ti afri ne monthly pay mu 🥺,negative,0
nana i beg b me busia eh na ma y3 shi,negative,0
fa wo kaf3f3 gyina nky3n,negative,0
service donemu si fufu anaaaa,negative,0
anadwo dier ed3 nanso abeyifuor na eha adwen,negative,0
ka na ka bio gyimii nkoaa,negative,0
nana di sika no so na wowu aa bank foc b3fa,negative,0
menni nufuo nti wrong,negative,0
nana nso de3 anka bet fa woho b3n eeei koo bibini,negative,0
ecg paaa so deir boi3 🤦🏼‍♀️😏😂😭🤦🏼‍♀️,negative,0
professor professor saa na gyimi3 nkoaaa bomboklat💣💣😈😈😎😎,negative,0
ka na ka biom obamma🥱🥱🥱,negative,0
lmaoooooo wanya aboa no ankyi no nti wosi neho bon,negative,0
3ny3 gyimie aanka ghana ni ba de3 bedae gifts fa wo ho b3n,negative,0
saa sika naa nti kwasia bi tis3 wo nso p3 s3 y3n fr3 nor chairmankwasia gyimie gyimie,negative,0
mstchew mo na mo br3 😀😀kafera,negative,0
nso wo maame nya nka cp3 ooo🤭,negative,0
wo tiri ho sɛ akɔnfem 😂😂,negative,0
ohia kasa fa womuã na wo didi atem,negative,0
eiiii so u everyday is no bra day whu wo nufu yi nso na asi be ti ase saa no,negative,0
obi aa ɔde ka na nano dedenden saa no,negative,0
our a artistes sef nkwasea nwom nkoaaa wo maame tw3 putuu twofonta nkwasea nwom saaa😂😂😂,negative,0
agor w neni so 😂😂😂😂,negative,0
2sure awe kraman kɔte 😂😂😂 adwaman ayɛ no sɛ 3kuro ne asaawa,negative,0
ei elder😞😞 nipa papa bi tes3 me na wos3e me saa nu 😩😩😹,negative,0
me se gyae dembouz na wabn dodo aden de wo k benin anaaa,negative,0
wo nni sika a mfa ohia nka nsem foo 😂😂😂,negative,0
simply fab na kudus nan mu abu🤡🤡,negative,0
daabi academic koraa wa ka tua yɛ sɛn,negative,0
na wiase kraa y3 y3 sen 😂😂,negative,0
bibinii bɛyɛ deɛn kraa wɔ wiase 😂😂😂,negative,0
bad bitch dieeer anka glasses fa wo ho ben,negative,0
abusuawo gpa da 14 wodaso hy3 anklets eii boi 😂😂😂,negative,0
anka me ah anka mo yey3 me mmoa,negative,0
ole ehh the whole wiase man yi abɔn,negative,0
orthodox churches dema pastors suffer eiii the pope koraaa ne private jet y3 s3n,negative,0
masa to wadwen mu wae,negative,0
mongyae gyimii keka no na weed ny3 ade pa monsua nyansa,negative,0
wan bissaka deɛ wasa ruff 😂,negative,0
adwaman nti boys tɔ bundle a ɛnkyɛ na asa🤣💔 yɛna da,negative,0
adjiringanor rent dier cocaine sika na yɛde tua o,negative,0
nti mongyae saa comparisons fon no gyimi b3n nono,negative,0
adɛn wone mai no wɔ personal issues anaa beef no asɛ tinapa eiii kwabena sarfo kantanka de asɛm bɛba oo,negative,0
sia nanka aben aaa nanka wo ho din,negative,0
pitri pitri saaaa na yorrrrrrr😎😎😎,negative,0
stonebwoy ein views die3 as3 tugyimie ooone minutes biaa 100k views nam mu,negative,0
chaley mu pri dodo,negative,0
trumu tanka nti you are crushing 😂😂😂 ei alhaji,negative,0
ei efo wemz enti by this time aa wuutwa ntrɔ piiwa wei ɛyɛ ma wu,negative,0
bad bitch dieeer anka glasses fa wo ho ben,negative,0
check dm na woy3 dw33 dodo,negative,0
ma me sika na gyae dede no,negative,0
what prez said has come to pass y3 te sika so nanso 3kom de y3n,negative,0
gyimiesɛm nkɔaaaa somebody she fit spit phlegm put en members dema mouth inside as akwan kyerɛ diɛɛ papa bɛn 💩🤮,negative,0
aden wo di twɛ a na wotɔ diapers aden wo ho nsuo ne apɔtrɔ deɛ sɛ,negative,0
ɛnti weyi ɛyɛ nyansa sɛm,negative,0
eiii bayern aw koraa de me eiiii,negative,0
nkwaseas3m nkoaa na 3kso w wiase ghana paaaa de3 y3nsos saa nkwaseas3m yiso,negative,0
ɛnyɛ kilmanjaro na mede atwedeɛ adi afroasaneɛ,negative,0
mo saa ndc social media people yi moregyimi paaa oooo,negative,0
wabdam papa kurasiniiiwoni ne wose catfishgyim ifo tese woherrrrr 3y3 meya s3 recording 3nni ha nka woaaa wob3t wo samia sua nyansa na wagyimi dodo,negative,0
joa susu twa ntr na wo y3 fine boy😂😂😂😂,negative,0
wo b3 yali o yoo 😂,negative,0
nso menni kaprɛ mpo o,negative,0
3tw3 kakra wob3 di nti,negative,0
na me bu wo paa arh,negative,0
de3 wo de b3to mtn sim de3 anka fa twa bet,negative,0
3d3n basaa nso nie,negative,0
kotoko no deɛ ɛyɛ bukata oo no winning mentality ɔmo nim hwee bɔ bim bim saa,negative,0
me bl3 oooo hm,negative,0
sacck me sack me me kraa me peh kwan apui,negative,0
wode woho abɔ nwura nti na wosi park ne so a na wobɔ nwura saa no ohn smh,negative,0
twitter de3 obiaa ka foo o😹,negative,0
nyame betua wo ka wati sia 😩😩😩😩😩😍😩😩😩😩😩,negative,0
fyn girl 🌹 aaa wagyimi de3 hwan na b3ya 😁,negative,0
😂 😂 if stormzy herw dus sef ein eye go get na mo nfa mo nkwaas3m fri hɔr,negative,0
wo brofo s3 wanim,negative,0
wano p3 asem koraa dodo,negative,0
salisu deɛ mayi me sumsum afiri ne so nea mopɛ biaaa monyɛ no,negative,0
mo na mo bu coachella 😂😂 mtchewwww,negative,0
massa gyae kasa bebree no na woototo ntosuo eegu tl no so,negative,0
ei me yem koraa ashi me,negative,0
during sex🧚💥 foreign country oh yh babykill me💫 yaanom akwesi wopra me ah😹😹✌️ nkwasia moaning nkoaa😹✌️,negative,0
when we finish school ill marry nnipa agyimi pen,negative,0
that nuna tavares no waasa saaa wanbisaaka mu left back😃😃😃😃,negative,0
auntie madam na dadeɛ deɛ orgasm fa ne ho bɛn,negative,0
nufuo de nipa b3dru akyiri,negative,0
arrhn ei mo na mobl3 o,negative,0
them y3ti sika so us na sika no w hi,negative,0
ah im bored kraa ɛne valentine paa ma nyɛ ɛteɛ andi,negative,0
gyimie saaa na afe aso,negative,0
mo nyinaa mmt nkwasiafour,negative,0
wish am something better aden na wagyimi kraa saa,negative,0
aboa konkonti ba ob3 nyin ay3 k3se na wadane aponkyirene 🐸 wheres the lie,negative,0
mo nso mo ha adwen o,negative,0
asem paaa oo serious issue 😂😂😂,negative,0
but ghetto ohia akyekyere y3 te s3 wire,negative,0
😂😂😂😂 akoa pe ne ho asem,negative,0
wo mmobro sɛ tawa wisie opanyin gyimifoɔ di nkwaseasɛm a yɛnnka woyɛ opro paa 😂😂😂,negative,0
kwasiafuor p3 mmaa nso nti its forever,negative,0
masa masa masa masa ur head lyk nkyɛnam,negative,0
